target,text,keyword,text_raw,text_length,hashtag_count,mention_count,has_url,sentiment,bigrams,trigrams,text_with_ngrams
0,agency seek comment seismic permit,seismic,Agency seeks comments on seismic permits http://t.co/9Vd6x4WDOY,63,0,0,1,0.0,"[('agency', 'seek'), ('seek', 'comment'), ('comment', 'seismic'), ('seismic', 'permit')]","[('agency', 'seek', 'comment'), ('seek', 'comment', 'seismic'), ('comment', 'seismic', 'permit')]",agency seek comment seismic permit agency_seek seek_comment comment_seismic seismic_permit agency_seek_comment seek_comment_seismic comment_seismic_permit
0,boy save autistic brother drowning nineyearold maine dove pool save autistic broth,drowning,Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic broth... http://t.co/pihUIaOR5O,136,0,0,1,0.7506,"[('boy', 'save'), ('save', 'autistic'), ('autistic', 'brother'), ('brother', 'drowning'), ('drowning', 'nineyearold'), ('nineyearold', 'maine'), ('maine', 'dove'), ('dove', 'pool'), ('pool', 'save'), ('save', 'autistic'), ('autistic', 'broth')]","[('boy', 'save', 'autistic'), ('save', 'autistic', 'brother'), ('autistic', 'brother', 'drowning'), ('brother', 'drowning', 'nineyearold'), ('drowning', 'nineyearold', 'maine'), ('nineyearold', 'maine', 'dove'), ('maine', 'dove', 'pool'), ('dove', 'pool', 'save'), ('pool', 'save', 'autistic'), ('save', 'autistic', 'broth')]",boy save autistic brother drowning nineyearold maine dove pool save autistic broth boy_save save_autistic autistic_brother brother_drowning drowning_nineyearold nineyearold_maine maine_dove dove_pool pool_save save_autistic autistic_broth boy_save_autistic save_autistic_brother autistic_brother_drowning brother_drowning_nineyearold drowning_nineyearold_maine nineyearold_maine_dove maine_dove_pool dove_pool_save pool_save_autistic save_autistic_broth
0,season 3 new girl emotional train wreck wanted cry laugh eat lot ice cream,wreck,Season 3 of New Girl was such a emotional train wreck I just wanted to cry laugh and eat a lot of ice cream,107,0,0,0,-0.2023,"[('season', '3'), ('3', 'new'), ('new', 'girl'), ('girl', 'emotional'), ('emotional', 'train'), ('train', 'wreck'), ('wreck', 'wanted'), ('wanted', 'cry'), ('cry', 'laugh'), ('laugh', 'eat'), ('eat', 'lot'), ('lot', 'ice'), ('ice', 'cream')]","[('season', '3', 'new'), ('3', 'new', 'girl'), ('new', 'girl', 'emotional'), ('girl', 'emotional', 'train'), ('emotional', 'train', 'wreck'), ('train', 'wreck', 'wanted'), ('wreck', 'wanted', 'cry'), ('wanted', 'cry', 'laugh'), ('cry', 'laugh', 'eat'), ('laugh', 'eat', 'lot'), ('eat', 'lot', 'ice'), ('lot', 'ice', 'cream')]",season 3 new girl emotional train wreck wanted cry laugh eat lot ice cream season_3 3_new new_girl girl_emotional emotional_train train_wreck wreck_wanted wanted_cry cry_laugh laugh_eat eat_lot lot_ice ice_cream season_3_new 3_new_girl new_girl_emotional girl_emotional_train emotional_train_wreck train_wreck_wanted wreck_wanted_cry wanted_cry_laugh cry_laugh_eat laugh_eat_lot eat_lot_ice lot_ice_cream
0,know emergency plan workplace ask supervisor operation manager retail,emergency plan,Do you know the emergency plan at your workplace? If not ask your supervisor or operations manager. #Retail,107,1,0,0,-0.3818,"[('know', 'emergency'), ('emergency', 'plan'), ('plan', 'workplace'), ('workplace', 'ask'), ('ask', 'supervisor'), ('supervisor', 'operation'), ('operation', 'manager'), ('manager', 'retail')]","[('know', 'emergency', 'plan'), ('emergency', 'plan', 'workplace'), ('plan', 'workplace', 'ask'), ('workplace', 'ask', 'supervisor'), ('ask', 'supervisor', 'operation'), ('supervisor', 'operation', 'manager'), ('operation', 'manager', 'retail')]",know emergency plan workplace ask supervisor operation manager retail know_emergency emergency_plan plan_workplace workplace_ask ask_supervisor supervisor_operation operation_manager manager_retail know_emergency_plan emergency_plan_workplace plan_workplace_ask workplace_ask_supervisor ask_supervisor_operation supervisor_operation_manager operation_manager_retail
0,large ship wreck fish tank ornament sale large ship wreck fish tank aqua,wreck,LARGE SHIP WRECK FISH TANK ORNAMENT FOR SALE LARGE SHIP WRECK FISH TANK AQUA...http://t.co/scGhL0Piq6,101,0,0,1,-0.7003,"[('large', 'ship'), ('ship', 'wreck'), ('wreck', 'fish'), ('fish', 'tank'), ('tank', 'ornament'), ('ornament', 'sale'), ('sale', 'large'), ('large', 'ship'), ('ship', 'wreck'), ('wreck', 'fish'), ('fish', 'tank'), ('tank', 'aqua')]","[('large', 'ship', 'wreck'), ('ship', 'wreck', 'fish'), ('wreck', 'fish', 'tank'), ('fish', 'tank', 'ornament'), ('tank', 'ornament', 'sale'), ('ornament', 'sale', 'large'), ('sale', 'large', 'ship'), ('large', 'ship', 'wreck'), ('ship', 'wreck', 'fish'), ('wreck', 'fish', 'tank'), ('fish', 'tank', 'aqua')]",large ship wreck fish tank ornament sale large ship wreck fish tank aqua large_ship ship_wreck wreck_fish fish_tank tank_ornament ornament_sale sale_large large_ship ship_wreck wreck_fish fish_tank tank_aqua large_ship_wreck ship_wreck_fish wreck_fish_tank fish_tank_ornament tank_ornament_sale ornament_sale_large sale_large_ship large_ship_wreck ship_wreck_fish wreck_fish_tank fish_tank_aqua
0,fixing to storm fuck back boutta start hurting like mf,storm,Finna storm. Fuck my back boutta start hurting like a mf ??????,63,0,0,0,-0.5719,"[('fixing', 'to'), ('to', 'storm'), ('storm', 'fuck'), ('fuck', 'back'), ('back', 'boutta'), ('boutta', 'start'), ('start', 'hurting'), ('hurting', 'like'), ('like', 'mf')]","[('fixing', 'to', 'storm'), ('to', 'storm', 'fuck'), ('storm', 'fuck', 'back'), ('fuck', 'back', 'boutta'), ('back', 'boutta', 'start'), ('boutta', 'start', 'hurting'), ('start', 'hurting', 'like'), ('hurting', 'like', 'mf')]",fixing to storm fuck back boutta start hurting like mf fixing_to to_storm storm_fuck fuck_back back_boutta boutta_start start_hurting hurting_like like_mf fixing_to_storm to_storm_fuck storm_fuck_back fuck_back_boutta back_boutta_start boutta_start_hurting start_hurting_like hurting_like_mf
0,health fact 75 muscle mass made fluid drink water prevent strain sprain injury,injuries,HEALTH FACT: 75% of muscle mass is made up of fluid. Drink water to prevent strains sprains and other injuries. http://t.co/g0dN1ChLUo,134,0,0,1,-0.4404,"[('health', 'fact'), ('fact', '75'), ('75', 'muscle'), ('muscle', 'mass'), ('mass', 'made'), ('made', 'fluid'), ('fluid', 'drink'), ('drink', 'water'), ('water', 'prevent'), ('prevent', 'strain'), ('strain', 'sprain'), ('sprain', 'injury')]","[('health', 'fact', '75'), ('fact', '75', 'muscle'), ('75', 'muscle', 'mass'), ('muscle', 'mass', 'made'), ('mass', 'made', 'fluid'), ('made', 'fluid', 'drink'), ('fluid', 'drink', 'water'), ('drink', 'water', 'prevent'), ('water', 'prevent', 'strain'), ('prevent', 'strain', 'sprain'), ('strain', 'sprain', 'injury')]",health fact 75 muscle mass made fluid drink water prevent strain sprain injury health_fact fact_75 75_muscle muscle_mass mass_made made_fluid fluid_drink drink_water water_prevent prevent_strain strain_sprain sprain_injury health_fact_75 fact_75_muscle 75_muscle_mass muscle_mass_made mass_made_fluid made_fluid_drink fluid_drink_water drink_water_prevent water_prevent_strain prevent_strain_sprain strain_sprain_injury
0,summer summervibes california puppy pitmix rescued brixton banksy happy mybabies,rescued,Summer #summervibes #california #puppy #pitmix #rescued #brixton #banksy #happy #mybabies https://t.co/7VoVkTXsPo,113,9,0,1,0.7579,"[('summer', 'summervibes'), ('summervibes', 'california'), ('california', 'puppy'), ('puppy', 'pitmix'), ('pitmix', 'rescued'), ('rescued', 'brixton'), ('brixton', 'banksy'), ('banksy', 'happy'), ('happy', 'mybabies')]","[('summer', 'summervibes', 'california'), ('summervibes', 'california', 'puppy'), ('california', 'puppy', 'pitmix'), ('puppy', 'pitmix', 'rescued'), ('pitmix', 'rescued', 'brixton'), ('rescued', 'brixton', 'banksy'), ('brixton', 'banksy', 'happy'), ('banksy', 'happy', 'mybabies')]",summer summervibes california puppy pitmix rescued brixton banksy happy mybabies summer_summervibes summervibes_california california_puppy puppy_pitmix pitmix_rescued rescued_brixton brixton_banksy banksy_happy happy_mybabies summer_summervibes_california summervibes_california_puppy california_puppy_pitmix puppy_pitmix_rescued pitmix_rescued_brixton rescued_brixton_banksy brixton_banksy_happy banksy_happy_mybabies
0,dirtylying dishonest refugee uk whitegenocide gay britain british,refugees,"More dirtylying dishonest #refugees for the #UK. 
http://t.co/3m7amh1E33

#WhiteGenocide #gays  #Britain #British http://t.co/FzOv8WcbYI",136,6,0,1,-0.5719,"[('dirtylying', 'dishonest'), ('dishonest', 'refugee'), ('refugee', 'uk'), ('uk', 'whitegenocide'), ('whitegenocide', 'gay'), ('gay', 'britain'), ('britain', 'british')]","[('dirtylying', 'dishonest', 'refugee'), ('dishonest', 'refugee', 'uk'), ('refugee', 'uk', 'whitegenocide'), ('uk', 'whitegenocide', 'gay'), ('whitegenocide', 'gay', 'britain'), ('gay', 'britain', 'british')]",dirtylying dishonest refugee uk whitegenocide gay britain british dirtylying_dishonest dishonest_refugee refugee_uk uk_whitegenocide whitegenocide_gay gay_britain britain_british dirtylying_dishonest_refugee dishonest_refugee_uk refugee_uk_whitegenocide uk_whitegenocide_gay whitegenocide_gay_britain gay_britain_british
0,johngreen catastrophic history,catastrophic,@johngreen The catastrophic history of you and me,49,0,1,0,-0.4939,"[('johngreen', 'catastrophic'), ('catastrophic', 'history')]","[('johngreen', 'catastrophic', 'history')]",johngreen catastrophic history johngreen_catastrophic catastrophic_history johngreen_catastrophic_history
0,coastal german shepherd rescue oc shared link animalrescue,rescue,Coastal German Shepherd Rescue OC shared a link... http://t.co/2JxkmkpalP #animalrescue | https://t.co/ec46LyQQc6,113,1,0,1,0.6908,"[('coastal', 'german'), ('german', 'shepherd'), ('shepherd', 'rescue'), ('rescue', 'oc'), ('oc', 'shared'), ('shared', 'link'), ('link', 'animalrescue')]","[('coastal', 'german', 'shepherd'), ('german', 'shepherd', 'rescue'), ('shepherd', 'rescue', 'oc'), ('rescue', 'oc', 'shared'), ('oc', 'shared', 'link'), ('shared', 'link', 'animalrescue')]",coastal german shepherd rescue oc shared link animalrescue coastal_german german_shepherd shepherd_rescue rescue_oc oc_shared shared_link link_animalrescue coastal_german_shepherd german_shepherd_rescue shepherd_rescue_oc rescue_oc_shared oc_shared_link shared_link_animalrescue
0,quick fact nuclear reactor come operation you 43 year,nuclear reactor,Quick Fact: No #nuclear reactor has come into operation in the #US for over 43 years.  http://t.co/V1mtR517Ue,109,2,0,1,0.0,"[('quick', 'fact'), ('fact', 'nuclear'), ('nuclear', 'reactor'), ('reactor', 'come'), ('come', 'operation'), ('operation', 'you'), ('you', '43'), ('43', 'year')]","[('quick', 'fact', 'nuclear'), ('fact', 'nuclear', 'reactor'), ('nuclear', 'reactor', 'come'), ('reactor', 'come', 'operation'), ('come', 'operation', 'you'), ('operation', 'you', '43'), ('you', '43', 'year')]",quick fact nuclear reactor come operation you 43 year quick_fact fact_nuclear nuclear_reactor reactor_come come_operation operation_you you_43 43_year quick_fact_nuclear fact_nuclear_reactor nuclear_reactor_come reactor_come_operation come_operation_you operation_you_43 you_43_year
0,crown 769 id rather as fire least id know whatever eat evacuate heartburn stick around,evacuate,@crown_769 I'd rather have an ass in fire. At least I'd know whatever I eat will evacuate. Heartburn sticks around.,115,0,1,0,-0.34,"[('crown', '769'), ('769', 'id'), ('id', 'rather'), ('rather', 'as'), ('as', 'fire'), ('fire', 'least'), ('least', 'id'), ('id', 'know'), ('know', 'whatever'), ('whatever', 'eat'), ('eat', 'evacuate'), ('evacuate', 'heartburn'), ('heartburn', 'stick'), ('stick', 'around')]","[('crown', '769', 'id'), ('769', 'id', 'rather'), ('id', 'rather', 'as'), ('rather', 'as', 'fire'), ('as', 'fire', 'least'), ('fire', 'least', 'id'), ('least', 'id', 'know'), ('id', 'know', 'whatever'), ('know', 'whatever', 'eat'), ('whatever', 'eat', 'evacuate'), ('eat', 'evacuate', 'heartburn'), ('evacuate', 'heartburn', 'stick'), ('heartburn', 'stick', 'around')]",crown 769 id rather as fire least id know whatever eat evacuate heartburn stick around crown_769 769_id id_rather rather_as as_fire fire_least least_id id_know know_whatever whatever_eat eat_evacuate evacuate_heartburn heartburn_stick stick_around crown_769_id 769_id_rather id_rather_as rather_as_fire as_fire_least fire_least_id least_id_know id_know_whatever know_whatever_eat whatever_eat_evacuate eat_evacuate_heartburn evacuate_heartburn_stick heartburn_stick_around
0,want sell boat car truck,catastrophic,Want to sell my boat of a car for a truck,41,0,0,0,0.0772,"[('want', 'sell'), ('sell', 'boat'), ('boat', 'car'), ('car', 'truck')]","[('want', 'sell', 'boat'), ('sell', 'boat', 'car'), ('boat', 'car', 'truck')]",want sell boat car truck want_sell sell_boat boat_car car_truck want_sell_boat sell_boat_car boat_car_truck
0,rt anopus elliott probation two year pay fine 1179,arson,RT @an_opus: Elliott will be on probation for two years and will have to pay fines up to $1179.  http://t.co/72bcyfbTj3,119,0,1,1,0.1027,"[('rt', 'anopus'), ('anopus', 'elliott'), ('elliott', 'probation'), ('probation', 'two'), ('two', 'year'), ('year', 'pay'), ('pay', 'fine'), ('fine', '1179')]","[('rt', 'anopus', 'elliott'), ('anopus', 'elliott', 'probation'), ('elliott', 'probation', 'two'), ('probation', 'two', 'year'), ('two', 'year', 'pay'), ('year', 'pay', 'fine'), ('pay', 'fine', '1179')]",rt anopus elliott probation two year pay fine 1179 rt_anopus anopus_elliott elliott_probation probation_two two_year year_pay pay_fine fine_1179 rt_anopus_elliott anopus_elliott_probation elliott_probation_two probation_two_year two_year_pay year_pay_fine pay_fine_1179
0,adani amp modi plan mining derailed australia court block huge indiabacked coal mine via yahoonews,derailed,#Adani &amp; #Modi plan for mining derailed! Australia court blocks huge India-backed coal mine http://t.co/SjE59U2nNm via @YahooNews,133,2,1,1,-0.4588,"[('adani', 'amp'), ('amp', 'modi'), ('modi', 'plan'), ('plan', 'mining'), ('mining', 'derailed'), ('derailed', 'australia'), ('australia', 'court'), ('court', 'block'), ('block', 'huge'), ('huge', 'indiabacked'), ('indiabacked', 'coal'), ('coal', 'mine'), ('mine', 'via'), ('via', 'yahoonews')]","[('adani', 'amp', 'modi'), ('amp', 'modi', 'plan'), ('modi', 'plan', 'mining'), ('plan', 'mining', 'derailed'), ('mining', 'derailed', 'australia'), ('derailed', 'australia', 'court'), ('australia', 'court', 'block'), ('court', 'block', 'huge'), ('block', 'huge', 'indiabacked'), ('huge', 'indiabacked', 'coal'), ('indiabacked', 'coal', 'mine'), ('coal', 'mine', 'via'), ('mine', 'via', 'yahoonews')]",adani amp modi plan mining derailed australia court block huge indiabacked coal mine via yahoonews adani_amp amp_modi modi_plan plan_mining mining_derailed derailed_australia australia_court court_block block_huge huge_indiabacked indiabacked_coal coal_mine mine_via via_yahoonews adani_amp_modi amp_modi_plan modi_plan_mining plan_mining_derailed mining_derailed_australia derailed_australia_court australia_court_block court_block_huge block_huge_indiabacked huge_indiabacked_coal indiabacked_coal_mine coal_mine_via mine_via_yahoonews
0,breaking fairfax county firefighter placed admin leave amid probe facebook post putting police body bag dept say,body bags,BREAKING: Fairfax County firefighter placed on admin leave amid probe into Facebook post about putting police in 'body bags' dept. says.,136,0,0,0,-0.0516,"[('breaking', 'fairfax'), ('fairfax', 'county'), ('county', 'firefighter'), ('firefighter', 'placed'), ('placed', 'admin'), ('admin', 'leave'), ('leave', 'amid'), ('amid', 'probe'), ('probe', 'facebook'), ('facebook', 'post'), ('post', 'putting'), ('putting', 'police'), ('police', 'body'), ('body', 'bag'), ('bag', 'dept'), ('dept', 'say')]","[('breaking', 'fairfax', 'county'), ('fairfax', 'county', 'firefighter'), ('county', 'firefighter', 'placed'), ('firefighter', 'placed', 'admin'), ('placed', 'admin', 'leave'), ('admin', 'leave', 'amid'), ('leave', 'amid', 'probe'), ('amid', 'probe', 'facebook'), ('probe', 'facebook', 'post'), ('facebook', 'post', 'putting'), ('post', 'putting', 'police'), ('putting', 'police', 'body'), ('police', 'body', 'bag'), ('body', 'bag', 'dept'), ('bag', 'dept', 'say')]",breaking fairfax county firefighter placed admin leave amid probe facebook post putting police body bag dept say breaking_fairfax fairfax_county county_firefighter firefighter_placed placed_admin admin_leave leave_amid amid_probe probe_facebook facebook_post post_putting putting_police police_body body_bag bag_dept dept_say breaking_fairfax_county fairfax_county_firefighter county_firefighter_placed firefighter_placed_admin placed_admin_leave admin_leave_amid leave_amid_probe amid_probe_facebook probe_facebook_post facebook_post_putting post_putting_police putting_police_body police_body_bag body_bag_dept bag_dept_say
0,jollyjinu said terrorist babri ok demolish house todayhave right take revenge,demolish,@Jolly_Jinu you said they are terrorist because of #Babri so was it ok? If you demolish my house todayhave i right to take revenge?,131,1,1,0,-0.7845,"[('jollyjinu', 'said'), ('said', 'terrorist'), ('terrorist', 'babri'), ('babri', 'ok'), ('ok', 'demolish'), ('demolish', 'house'), ('house', 'todayhave'), ('todayhave', 'right'), ('right', 'take'), ('take', 'revenge')]","[('jollyjinu', 'said', 'terrorist'), ('said', 'terrorist', 'babri'), ('terrorist', 'babri', 'ok'), ('babri', 'ok', 'demolish'), ('ok', 'demolish', 'house'), ('demolish', 'house', 'todayhave'), ('house', 'todayhave', 'right'), ('todayhave', 'right', 'take'), ('right', 'take', 'revenge')]",jollyjinu said terrorist babri ok demolish house todayhave right take revenge jollyjinu_said said_terrorist terrorist_babri babri_ok ok_demolish demolish_house house_todayhave todayhave_right right_take take_revenge jollyjinu_said_terrorist said_terrorist_babri terrorist_babri_ok babri_ok_demolish ok_demolish_house demolish_house_todayhave house_todayhave_right todayhave_right_take right_take_revenge
