target,text,keyword,text_raw,text_length,hashtag_count,mention_count,has_url,sentiment,bigrams,trigrams,text_with_ngrams
0,irony died thousand death,deaths,Irony just died a thousand deaths! ???? http://t.co/dBU30ObDxz,62,0,0,1,-0.8271,"[('irony', 'died'), ('died', 'thousand'), ('thousand', 'death')]","[('irony', 'died', 'thousand'), ('died', 'thousand', 'death')]",irony died thousand death irony_died died_thousand thousand_death irony_died_thousand died_thousand_death
0,truth news bbc cnn islam truth god isi terrorism quran lie,terrorism,"Truth...
https://t.co/Kix1j4ZyGx
#News
#BBC
#CNN
#Islam
#Truth
#god
#ISIS
#terrorism
#Quran
#Lies http://t.co/pi6Qn7y7ql",120,10,0,1,0.0258,"[('truth', 'news'), ('news', 'bbc'), ('bbc', 'cnn'), ('cnn', 'islam'), ('islam', 'truth'), ('truth', 'god'), ('god', 'isi'), ('isi', 'terrorism'), ('terrorism', 'quran'), ('quran', 'lie')]","[('truth', 'news', 'bbc'), ('news', 'bbc', 'cnn'), ('bbc', 'cnn', 'islam'), ('cnn', 'islam', 'truth'), ('islam', 'truth', 'god'), ('truth', 'god', 'isi'), ('god', 'isi', 'terrorism'), ('isi', 'terrorism', 'quran'), ('terrorism', 'quran', 'lie')]",truth news bbc cnn islam truth god isi terrorism quran lie truth_news news_bbc bbc_cnn cnn_islam islam_truth truth_god god_isi isi_terrorism terrorism_quran quran_lie truth_news_bbc news_bbc_cnn bbc_cnn_islam cnn_islam_truth islam_truth_god truth_god_isi god_isi_terrorism isi_terrorism_quran terrorism_quran_lie
0,ted cruz fire back jeb amp bush lose republican like jeb amp mitt ۝ video,bush fires,Ted Cruz fires back at Jeb &amp; Bush: We lose because of Republicans like Jeb &amp; Mitt.۝ [Video] -  http://t.co/bFtiaPF35F,125,0,0,1,-0.3818,"[('ted', 'cruz'), ('cruz', 'fire'), ('fire', 'back'), ('back', 'jeb'), ('jeb', 'amp'), ('amp', 'bush'), ('bush', 'lose'), ('lose', 'republican'), ('republican', 'like'), ('like', 'jeb'), ('jeb', 'amp'), ('amp', 'mitt'), ('mitt', '\u06dd'), ('\u06dd', 'video')]","[('ted', 'cruz', 'fire'), ('cruz', 'fire', 'back'), ('fire', 'back', 'jeb'), ('back', 'jeb', 'amp'), ('jeb', 'amp', 'bush'), ('amp', 'bush', 'lose'), ('bush', 'lose', 'republican'), ('lose', 'republican', 'like'), ('republican', 'like', 'jeb'), ('like', 'jeb', 'amp'), ('jeb', 'amp', 'mitt'), ('amp', 'mitt', '\u06dd'), ('mitt', '\u06dd', 'video')]",ted cruz fire back jeb amp bush lose republican like jeb amp mitt ۝ video ted_cruz cruz_fire fire_back back_jeb jeb_amp amp_bush bush_lose lose_republican republican_like like_jeb jeb_amp amp_mitt mitt_۝ ۝_video ted_cruz_fire cruz_fire_back fire_back_jeb back_jeb_amp jeb_amp_bush amp_bush_lose bush_lose_republican lose_republican_like republican_like_jeb like_jeb_amp jeb_amp_mitt amp_mitt_۝ mitt_۝_video
0,drowning actavis suicide,drowning,Drowning in Actavis suicide,27,0,0,0,-0.6705,"[('drowning', 'actavis'), ('actavis', 'suicide')]","[('drowning', 'actavis', 'suicide')]",drowning actavis suicide drowning_actavis actavis_suicide drowning_actavis_suicide
0,i am cook smokey bear saving forest fire face as,forest fires,I'm about to cook your Smokey the Bear saving forest fires face ass  https://t.co/WtGGqS5gEh,92,0,0,1,-0.34,"[('i', 'am'), ('am', 'cook'), ('cook', 'smokey'), ('smokey', 'bear'), ('bear', 'saving'), ('saving', 'forest'), ('forest', 'fire'), ('fire', 'face'), ('face', 'as')]","[('i', 'am', 'cook'), ('am', 'cook', 'smokey'), ('cook', 'smokey', 'bear'), ('smokey', 'bear', 'saving'), ('bear', 'saving', 'forest'), ('saving', 'forest', 'fire'), ('forest', 'fire', 'face'), ('fire', 'face', 'as')]",i am cook smokey bear saving forest fire face as i_am am_cook cook_smokey smokey_bear bear_saving saving_forest forest_fire fire_face face_as i_am_cook am_cook_smokey cook_smokey_bear smokey_bear_saving bear_saving_forest saving_forest_fire forest_fire_face fire_face_as
0,agency seek comment seismic permit,seismic,Agency seeks comments on seismic permits http://t.co/9Vd6x4WDOY,63,0,0,1,0.0,"[('agency', 'seek'), ('seek', 'comment'), ('comment', 'seismic'), ('seismic', 'permit')]","[('agency', 'seek', 'comment'), ('seek', 'comment', 'seismic'), ('comment', 'seismic', 'permit')]",agency seek comment seismic permit agency_seek seek_comment comment_seismic seismic_permit agency_seek_comment seek_comment_seismic comment_seismic_permit
0,lunch stewart amp julian couple hour earlier good finally find happened,deaths,Had lunch with Stewart &amp; Julian only a couple of hours earlier. Good to finally find out what happened to them. http://t.co/AnP9g6NjFd,138,0,0,1,0.4404,"[('lunch', 'stewart'), ('stewart', 'amp'), ('amp', 'julian'), ('julian', 'couple'), ('couple', 'hour'), ('hour', 'earlier'), ('earlier', 'good'), ('good', 'finally'), ('finally', 'find'), ('find', 'happened')]","[('lunch', 'stewart', 'amp'), ('stewart', 'amp', 'julian'), ('amp', 'julian', 'couple'), ('julian', 'couple', 'hour'), ('couple', 'hour', 'earlier'), ('hour', 'earlier', 'good'), ('earlier', 'good', 'finally'), ('good', 'finally', 'find'), ('finally', 'find', 'happened')]",lunch stewart amp julian couple hour earlier good finally find happened lunch_stewart stewart_amp amp_julian julian_couple couple_hour hour_earlier earlier_good good_finally finally_find find_happened lunch_stewart_amp stewart_amp_julian amp_julian_couple julian_couple_hour couple_hour_earlier hour_earlier_good earlier_good_finally good_finally_find finally_find_happened
0,large ship wreck fish tank ornament sale large ship wreck fish tank aqua,wreck,LARGE SHIP WRECK FISH TANK ORNAMENT FOR SALE LARGE SHIP WRECK FISH TANK AQUA...http://t.co/scGhL0Piq6,101,0,0,1,-0.7003,"[('large', 'ship'), ('ship', 'wreck'), ('wreck', 'fish'), ('fish', 'tank'), ('tank', 'ornament'), ('ornament', 'sale'), ('sale', 'large'), ('large', 'ship'), ('ship', 'wreck'), ('wreck', 'fish'), ('fish', 'tank'), ('tank', 'aqua')]","[('large', 'ship', 'wreck'), ('ship', 'wreck', 'fish'), ('wreck', 'fish', 'tank'), ('fish', 'tank', 'ornament'), ('tank', 'ornament', 'sale'), ('ornament', 'sale', 'large'), ('sale', 'large', 'ship'), ('large', 'ship', 'wreck'), ('ship', 'wreck', 'fish'), ('wreck', 'fish', 'tank'), ('fish', 'tank', 'aqua')]",large ship wreck fish tank ornament sale large ship wreck fish tank aqua large_ship ship_wreck wreck_fish fish_tank tank_ornament ornament_sale sale_large large_ship ship_wreck wreck_fish fish_tank tank_aqua large_ship_wreck ship_wreck_fish wreck_fish_tank fish_tank_ornament tank_ornament_sale ornament_sale_large sale_large_ship large_ship_wreck ship_wreck_fish wreck_fish_tank fish_tank_aqua
0,barackobama hello mr president really big problem puerto rico regarding water situation like catastrophe,catastrophe,@BarackObama hello Mr. President there is a really big problem in Puerto Rico regarding the water situation no more like a catastrophe...,137,0,1,0,-0.7076,"[('barackobama', 'hello'), ('hello', 'mr'), ('mr', 'president'), ('president', 'really'), ('really', 'big'), ('big', 'problem'), ('problem', 'puerto'), ('puerto', 'rico'), ('rico', 'regarding'), ('regarding', 'water'), ('water', 'situation'), ('situation', 'like'), ('like', 'catastrophe')]","[('barackobama', 'hello', 'mr'), ('hello', 'mr', 'president'), ('mr', 'president', 'really'), ('president', 'really', 'big'), ('really', 'big', 'problem'), ('big', 'problem', 'puerto'), ('problem', 'puerto', 'rico'), ('puerto', 'rico', 'regarding'), ('rico', 'regarding', 'water'), ('regarding', 'water', 'situation'), ('water', 'situation', 'like'), ('situation', 'like', 'catastrophe')]",barackobama hello mr president really big problem puerto rico regarding water situation like catastrophe barackobama_hello hello_mr mr_president president_really really_big big_problem problem_puerto puerto_rico rico_regarding regarding_water water_situation situation_like like_catastrophe barackobama_hello_mr hello_mr_president mr_president_really president_really_big really_big_problem big_problem_puerto problem_puerto_rico puerto_rico_regarding rico_regarding_water regarding_water_situation water_situation_like situation_like_catastrophe
0,mxaaaa south african cannot appreciate effort stretcher bad stop hating,stretcher,Mxaaaa South Africans Just Can't Appreciate Effort #Stretcher Was Not That Bad  Stop Hating,91,1,0,0,-0.8822,"[('mxaaaa', 'south'), ('south', 'african'), ('african', 'can'), ('can', 'not'), ('not', 'appreciate'), ('appreciate', 'effort'), ('effort', 'stretcher'), ('stretcher', 'bad'), ('bad', 'stop'), ('stop', 'hating')]","[('mxaaaa', 'south', 'african'), ('south', 'african', 'can'), ('african', 'can', 'not'), ('can', 'not', 'appreciate'), ('not', 'appreciate', 'effort'), ('appreciate', 'effort', 'stretcher'), ('effort', 'stretcher', 'bad'), ('stretcher', 'bad', 'stop'), ('bad', 'stop', 'hating')]",mxaaaa south african cannot appreciate effort stretcher bad stop hating mxaaaa_south south_african african_can can_not not_appreciate appreciate_effort effort_stretcher stretcher_bad bad_stop stop_hating mxaaaa_south_african south_african_can african_can_not can_not_appreciate not_appreciate_effort appreciate_effort_stretcher effort_stretcher_bad stretcher_bad_stop bad_stop_hating
0,datshemmings moi cest plutot disconnected reason close stranger heartbreak girl reject social casualty ufhguhfidt,casualty,@datshemmings_ moi c'est plutot disconnected the only reason close as strangers heartbreak girl rejects social casualty ... ufhguhfidt,134,0,1,0,-0.8689,"[('datshemmings', 'moi'), ('moi', 'cest'), ('cest', 'plutot'), ('plutot', 'disconnected'), ('disconnected', 'reason'), ('reason', 'close'), ('close', 'stranger'), ('stranger', 'heartbreak'), ('heartbreak', 'girl'), ('girl', 'reject'), ('reject', 'social'), ('social', 'casualty'), ('casualty', 'ufhguhfidt')]","[('datshemmings', 'moi', 'cest'), ('moi', 'cest', 'plutot'), ('cest', 'plutot', 'disconnected'), ('plutot', 'disconnected', 'reason'), ('disconnected', 'reason', 'close'), ('reason', 'close', 'stranger'), ('close', 'stranger', 'heartbreak'), ('stranger', 'heartbreak', 'girl'), ('heartbreak', 'girl', 'reject'), ('girl', 'reject', 'social'), ('reject', 'social', 'casualty'), ('social', 'casualty', 'ufhguhfidt')]",datshemmings moi cest plutot disconnected reason close stranger heartbreak girl reject social casualty ufhguhfidt datshemmings_moi moi_cest cest_plutot plutot_disconnected disconnected_reason reason_close close_stranger stranger_heartbreak heartbreak_girl girl_reject reject_social social_casualty casualty_ufhguhfidt datshemmings_moi_cest moi_cest_plutot cest_plutot_disconnected plutot_disconnected_reason disconnected_reason_close reason_close_stranger close_stranger_heartbreak stranger_heartbreak_girl heartbreak_girl_reject girl_reject_social reject_social_casualty social_casualty_ufhguhfidt
0,summer summervibes california puppy pitmix rescued brixton banksy happy mybabies,rescued,Summer #summervibes #california #puppy #pitmix #rescued #brixton #banksy #happy #mybabies https://t.co/7VoVkTXsPo,113,9,0,1,0.7579,"[('summer', 'summervibes'), ('summervibes', 'california'), ('california', 'puppy'), ('puppy', 'pitmix'), ('pitmix', 'rescued'), ('rescued', 'brixton'), ('brixton', 'banksy'), ('banksy', 'happy'), ('happy', 'mybabies')]","[('summer', 'summervibes', 'california'), ('summervibes', 'california', 'puppy'), ('california', 'puppy', 'pitmix'), ('puppy', 'pitmix', 'rescued'), ('pitmix', 'rescued', 'brixton'), ('rescued', 'brixton', 'banksy'), ('brixton', 'banksy', 'happy'), ('banksy', 'happy', 'mybabies')]",summer summervibes california puppy pitmix rescued brixton banksy happy mybabies summer_summervibes summervibes_california california_puppy puppy_pitmix pitmix_rescued rescued_brixton brixton_banksy banksy_happy happy_mybabies summer_summervibes_california summervibes_california_puppy california_puppy_pitmix puppy_pitmix_rescued pitmix_rescued_brixton rescued_brixton_banksy brixton_banksy_happy banksy_happy_mybabies
0,dirtylying dishonest refugee uk whitegenocide gay britain british,refugees,"More dirtylying dishonest #refugees for the #UK. 
http://t.co/3m7amh1E33

#WhiteGenocide #gays  #Britain #British http://t.co/FzOv8WcbYI",136,6,0,1,-0.5719,"[('dirtylying', 'dishonest'), ('dishonest', 'refugee'), ('refugee', 'uk'), ('uk', 'whitegenocide'), ('whitegenocide', 'gay'), ('gay', 'britain'), ('britain', 'british')]","[('dirtylying', 'dishonest', 'refugee'), ('dishonest', 'refugee', 'uk'), ('refugee', 'uk', 'whitegenocide'), ('uk', 'whitegenocide', 'gay'), ('whitegenocide', 'gay', 'britain'), ('gay', 'britain', 'british')]",dirtylying dishonest refugee uk whitegenocide gay britain british dirtylying_dishonest dishonest_refugee refugee_uk uk_whitegenocide whitegenocide_gay gay_britain britain_british dirtylying_dishonest_refugee dishonest_refugee_uk refugee_uk_whitegenocide uk_whitegenocide_gay whitegenocide_gay_britain gay_britain_british
0,johngreen catastrophic history,catastrophic,@johngreen The catastrophic history of you and me,49,0,1,0,-0.4939,"[('johngreen', 'catastrophic'), ('catastrophic', 'history')]","[('johngreen', 'catastrophic', 'history')]",johngreen catastrophic history johngreen_catastrophic catastrophic_history johngreen_catastrophic_history
0,two film villanova university student selected 2015 student academy award finalist lightning struck,lightning,Two Films From Villanova University Students Selected As 2015 Student Academy Award Finalists: Lightning struck_ http://t.co/4jyQfhHmXf,135,0,0,1,0.3612,"[('two', 'film'), ('film', 'villanova'), ('villanova', 'university'), ('university', 'student'), ('student', 'selected'), ('selected', '2015'), ('2015', 'student'), ('student', 'academy'), ('academy', 'award'), ('award', 'finalist'), ('finalist', 'lightning'), ('lightning', 'struck')]","[('two', 'film', 'villanova'), ('film', 'villanova', 'university'), ('villanova', 'university', 'student'), ('university', 'student', 'selected'), ('student', 'selected', '2015'), ('selected', '2015', 'student'), ('2015', 'student', 'academy'), ('student', 'academy', 'award'), ('academy', 'award', 'finalist'), ('award', 'finalist', 'lightning'), ('finalist', 'lightning', 'struck')]",two film villanova university student selected 2015 student academy award finalist lightning struck two_film film_villanova villanova_university university_student student_selected selected_2015 2015_student student_academy academy_award award_finalist finalist_lightning lightning_struck two_film_villanova film_villanova_university villanova_university_student university_student_selected student_selected_2015 selected_2015_student 2015_student_academy student_academy_award academy_award_finalist award_finalist_lightning finalist_lightning_struck
0,coastal german shepherd rescue oc shared link animalrescue,rescue,Coastal German Shepherd Rescue OC shared a link... http://t.co/2JxkmkpalP #animalrescue | https://t.co/ec46LyQQc6,113,1,0,1,0.6908,"[('coastal', 'german'), ('german', 'shepherd'), ('shepherd', 'rescue'), ('rescue', 'oc'), ('oc', 'shared'), ('shared', 'link'), ('link', 'animalrescue')]","[('coastal', 'german', 'shepherd'), ('german', 'shepherd', 'rescue'), ('shepherd', 'rescue', 'oc'), ('rescue', 'oc', 'shared'), ('oc', 'shared', 'link'), ('shared', 'link', 'animalrescue')]",coastal german shepherd rescue oc shared link animalrescue coastal_german german_shepherd shepherd_rescue rescue_oc oc_shared shared_link link_animalrescue coastal_german_shepherd german_shepherd_rescue shepherd_rescue_oc rescue_oc_shared oc_shared_link shared_link_animalrescue
0,annihilated status education mba behalf easy street careen eovm,annihilated,Be annihilated for status education mba on behalf of a on easy street careen: eOvm http://t.co/e0pI0c54FF,105,0,0,1,0.4404,"[('annihilated', 'status'), ('status', 'education'), ('education', 'mba'), ('mba', 'behalf'), ('behalf', 'easy'), ('easy', 'street'), ('street', 'careen'), ('careen', 'eovm')]","[('annihilated', 'status', 'education'), ('status', 'education', 'mba'), ('education', 'mba', 'behalf'), ('mba', 'behalf', 'easy'), ('behalf', 'easy', 'street'), ('easy', 'street', 'careen'), ('street', 'careen', 'eovm')]",annihilated status education mba behalf easy street careen eovm annihilated_status status_education education_mba mba_behalf behalf_easy easy_street street_careen careen_eovm annihilated_status_education status_education_mba education_mba_behalf mba_behalf_easy behalf_easy_street easy_street_careen street_careen_eovm
0,3 rule long life 1don۪t go burning building 2don۪t jump perfectly good airplane 3don۪t awaken sleeping giant,buildings burning,3 rules for a long life.  #1Don۪t go in burning buildings! #2Don۪t jump out of perfectly good airplanes! #3Don۪t awaken sleeping giants!,136,3,0,0,0.7964,"[('3', 'rule'), ('rule', 'long'), ('long', 'life'), ('life', '1don۪t'), ('1don۪t', 'go'), ('go', 'burning'), ('burning', 'building'), ('building', '2don۪t'), ('2don۪t', 'jump'), ('jump', 'perfectly'), ('perfectly', 'good'), ('good', 'airplane'), ('airplane', '3don۪t'), ('3don۪t', 'awaken'), ('awaken', 'sleeping'), ('sleeping', 'giant')]","[('3', 'rule', 'long'), ('rule', 'long', 'life'), ('long', 'life', '1don۪t'), ('life', '1don۪t', 'go'), ('1don۪t', 'go', 'burning'), ('go', 'burning', 'building'), ('burning', 'building', '2don۪t'), ('building', '2don۪t', 'jump'), ('2don۪t', 'jump', 'perfectly'), ('jump', 'perfectly', 'good'), ('perfectly', 'good', 'airplane'), ('good', 'airplane', '3don۪t'), ('airplane', '3don۪t', 'awaken'), ('3don۪t', 'awaken', 'sleeping'), ('awaken', 'sleeping', 'giant')]",3 rule long life 1don۪t go burning building 2don۪t jump perfectly good airplane 3don۪t awaken sleeping giant 3_rule rule_long long_life life_1don۪t 1don۪t_go go_burning burning_building building_2don۪t 2don۪t_jump jump_perfectly perfectly_good good_airplane airplane_3don۪t 3don۪t_awaken awaken_sleeping sleeping_giant 3_rule_long rule_long_life long_life_1don۪t life_1don۪t_go 1don۪t_go_burning go_burning_building burning_building_2don۪t building_2don۪t_jump 2don۪t_jump_perfectly jump_perfectly_good perfectly_good_airplane good_airplane_3don۪t airplane_3don۪t_awaken 3don۪t_awaken_sleeping awaken_sleeping_giant
0,quick fact nuclear reactor come operation you 43 year,nuclear reactor,Quick Fact: No #nuclear reactor has come into operation in the #US for over 43 years.  http://t.co/V1mtR517Ue,109,2,0,1,0.0,"[('quick', 'fact'), ('fact', 'nuclear'), ('nuclear', 'reactor'), ('reactor', 'come'), ('come', 'operation'), ('operation', 'you'), ('you', '43'), ('43', 'year')]","[('quick', 'fact', 'nuclear'), ('fact', 'nuclear', 'reactor'), ('nuclear', 'reactor', 'come'), ('reactor', 'come', 'operation'), ('come', 'operation', 'you'), ('operation', 'you', '43'), ('you', '43', 'year')]",quick fact nuclear reactor come operation you 43 year quick_fact fact_nuclear nuclear_reactor reactor_come come_operation operation_you you_43 43_year quick_fact_nuclear fact_nuclear_reactor nuclear_reactor_come reactor_come_operation come_operation_you operation_you_43 you_43_year
